,APINO,COMPANY,YR,JAN_OIL,JAN_GAS,JAN_WATER,JAN_DAYS,FEB_OIL,FEB_GAS,FEB_WATER,FEB_DAYS,MAR_OIL,MAR_GAS,MAR_WATER,MAR_DAYS,APR_OIL,APR_GAS,APR_WATER,APR_DAYS,MAY_OIL,MAY_GAS,MAY_WATER,MAY_DAYS,JUN_OIL,JUN_GAS,JUN_WATER,JUN_DAYS,JUL_OIL,JUL_GAS,JUL_WATER,JUL_DAYS,AUG_OIL,AUG_GAS,AUG_WATER,AUG_DAYS,SEP_OIL,SEP_GAS,SEP_WATER,SEP_DAYS,OCT_OIL,OCT_GAS,OCT_WATER,OCT_DAYS,NOV_OIL,NOV_GAS,NOV_WATER,NOV_DAYS,DEC_OIL,DEC_GAS,DEC_WATER,DEC_DAYS,API_RES,ResCode,Reservoir
81876,534553,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3153,1460,0,28,4652,2426,0,31,3320,2155,0,30,3298,2405,0,31,534553811,811,SHANNON
81877,534553,DENBURY ONSHORE LLC,2000,3028,2729,0,31,2450,2140,0,29,2725,2070,0,31,2307,1993,55,29,2518,2026,18,31,2490,1816,0,30,2485,1979,0,31,2452,1993,0,31,2024,1889,86,30,2238,2128,43,31,2323,1990,0,30,2195,2051,28,31,534553811,811,SHANNON
81878,534558,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,449,996,30,4024,1722,2183,31,1893,861,1648,23,1526,396,1881,29,534558811,811,SHANNON
81879,534558,DENBURY ONSHORE LLC,2000,1412,608,1218,30,1323,775,1356,29,1022,710,1026,31,965,601,872,30,857,428,904,31,342,182,0,22,1766,479,0,31,1196,288,1508,28,564,149,1126,22,707,312,1409,31,622,329,1003,30,322,153,1180,17,534558811,811,SHANNON
81886,534563,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,47,0,6,6609,2103,12,30,5176,2149,3,31,4617,2145,56,30,4587,2296,48,31,534563811,811,SHANNON
81887,534563,DENBURY ONSHORE LLC,2000,4288,2501,0,31,4080,2300,8,29,4257,2175,32,31,3867,2074,13,30,4409,1967,0,31,3546,1767,0,30,4150,1561,0,31,1648,1718,12,31,2790,1701,0,30,2399,2097,27,31,1723,1353,65,30,2583,2198,29,31,534563811,811,SHANNON
82173,534788,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,1356,9,1838,808,4123,31,1767,1091,4488,26,2131,768,6368,31,1649,545,6186,27,1474,766,4506,31,534788811,811,SHANNON
82174,534788,DENBURY ONSHORE LLC,2000,931,442,4425,31,636,296,3906,29,594,408,3598,31,459,356,2640,30,466,237,1904,23,914,390,0,29,885,429,0,27,632,434,3387,31,606,341,3754,30,546,219,3299,31,438,145,0,30,127,37,909,11,534788811,811,SHANNON
82247,534853,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2944,926,2441,31,1869,716,1593,30,815,293,771,26,977,327,1329,29,1083,459,1187,31,534853811,811,SHANNON
82248,534853,DENBURY ONSHORE LLC,2000,707,275,956,31,557,257,1012,29,476,203,922,31,487,201,918,30,573,226,1091,31,477,155,0,30,488,199,0,30,389,178,1009,31,386,181,888,30,393,145,719,31,366,158,340,30,374,145,371,31,534853811,811,SHANNON
82412,535003,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,393,1284,17,2811,738,2086,30,1424,494,1162,31,856,212,1210,30,1300,293,1928,26,535003811,811,SHANNON
82413,535003,DENBURY ONSHORE LLC,2000,992,275,1191,31,626,153,1136,29,763,198,1245,31,694,210,1260,30,482,151,1080,31,409,102,0,25,530,103,0,19,876,238,2000,31,749,234,1583,30,587,174,1277,31,570,175,1358,30,582,162,1453,31,535003811,811,SHANNON
82414,535004,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461,582,5,17,4888,1847,0,30,4432,1890,14,31,535004811,811,SHANNON
82415,535004,DENBURY ONSHORE LLC,2000,4100,2179,1,31,3700,2118,12,29,3371,2431,8,31,3315,2210,0,30,3285,2244,29,31,2551,1970,0,30,2134,1863,0,31,2290,1723,85,31,2171,1593,68,30,2147,2680,68,31,1660,2399,52,25,1670,2036,134,27,535004811,811,SHANNON
82658,535210,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,501,48,21,3442,786,9,30,3395,848,51,31,535210811,811,SHANNON
82659,535210,DENBURY ONSHORE LLC,2000,3944,951,3,31,3734,990,35,29,4341,1068,0,31,4359,1219,36,30,4776,1091,0,31,4486,1116,0,30,4901,1079,0,31,4542,1145,0,31,4195,1023,0,30,4024,1016,0,31,4221,1085,0,30,4411,1189,2,31,535210811,811,SHANNON
87243,540635,DENBURY ONSHORE LLC,2000,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,6718,1674,0,30,7045,2700,69,30,6499,2811,170,31,5263,2911,0,30,4985,2983,89,31,540635811,811,SHANNON
87244,539745,DENBURY ONSHORE LLC,2000,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,2853,547,0,31,4713,1568,0,31,3292,1483,147,30,3204,1393,147,31,2701,1193,154,30,2555,1377,156,31,539745811,811,SHANNON
87245,539744,DENBURY ONSHORE LLC,2000,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,266,226,16,18,2249,2008,32,31,2068,1604,30,30,1796,1721,5,31,539744811,811,SHANNON
96728,540635,DENBURY ONSHORE LLC,2001,4545,2364,9,30,4183,1981,0,28,4494,2195,0,31,4313,2348,0,30,4228,2443,24,31,4014,2135,35,30,3964,2019,11,31,3829,1923,0,31,3541,1735,0,30,4185,2058,0,31,3735,1958,0,30,3748,2128,0,31,540635811,811,SHANNON
96739,539745,DENBURY ONSHORE LLC,2001,2585,1207,181,31,2201,870,142,28,2386,933,147,31,2210,829,155,30,1983,890,159,31,2140,932,155,30,2042,917,131,31,1965,899,189,31,1857,829,201,30,1977,952,100,31,1946,890,141,30,2035,1140,154,31,539745811,811,SHANNON
96740,539744,DENBURY ONSHORE LLC,2001,1613,1691,0,31,1421,941,0,28,1655,1527,0,31,1541,1707,0,30,1583,1290,0,31,1470,1429,0,30,1357,1560,0,29,1242,1265,0,31,1132,1268,0,30,1215,1275,0,31,1080,1601,0,30,1117,1698,0,29,539744811,811,SHANNON
96741,535210,DENBURY ONSHORE LLC,2001,4942,1303,0,31,4269,1141,0,28,4617,1240,0,31,4053,1139,66,30,4224,956,0,31,4444,1288,0,30,4103,1241,0,31,3732,1162,0,31,3784,911,0,30,3788,955,0,31,3698,940,0,30,3825,1201,0,31,535210811,811,SHANNON
96742,535004,DENBURY ONSHORE LLC,2001,1841,1306,115,31,1896,1461,94,28,2080,1862,129,31,1882,2403,132,30,1945,2269,40,31,1605,1678,104,29,1769,2077,0,31,1876,2898,151,31,1809,2982,210,30,1589,2675,203,31,963,1768,69,19,1173,1634,159,28,535004811,811,SHANNON
96743,535003,DENBURY ONSHORE LLC,2001,619,170,1617,31,592,132,1661,28,297,92,1450,27,124,61,1059,12,491,186,1949,31,346,181,1058,26,601,212,0,31,497,219,1196,31,502,248,1308,30,97,90,813,31,87,84,800,30,55,58,735,31,535003811,811,SHANNON
96744,534853,DENBURY ONSHORE LLC,2001,399,153,414,31,322,108,487,28,278,137,1070,31,174,83,544,16,0,0,128,1,538,162,3461,30,484,187,0,31,438,235,1091,31,334,198,1117,30,383,161,934,31,346,145,907,30,348,117,935,31,534853811,811,SHANNON
96745,534788,DENBURY ONSHORE LLC,2001,9,2,44,1,40,18,1347,6,0,0,0,0,385,240,9242,27,611,241,6814,31,415,166,4477,30,412,117,2519,27,153,71,1812,13,392,205,3810,30,357,217,3293,31,312,154,3123,30,237,96,2245,31,534788811,811,SHANNON
96746,534563,DENBURY ONSHORE LLC,2001,2957,2131,29,31,2035,1528,6,28,2628,1828,30,31,2122,1556,26,30,2728,2423,43,28,2921,2970,40,29,3255,3284,0,31,2092,2816,48,22,3127,2436,211,29,2798,2707,326,31,2173,2113,144,27,2119,2005,189,30,534563811,811,SHANNON
96747,534558,DENBURY ONSHORE LLC,2001,622,325,955,31,519,284,887,28,151,88,395,11,569,248,1504,30,567,149,961,31,605,117,1032,30,166,22,0,10,107,21,465,8,392,131,1866,24,370,63,940,22,339,21,1038,19,444,142,1142,31,534558811,811,SHANNON
96748,534553,DENBURY ONSHORE LLC,2001,2047,1514,8,31,1540,680,0,28,1981,945,0,31,1607,852,0,30,1796,993,0,31,2387,3018,191,28,2153,3492,78,31,2233,3577,8,31,2030,2930,0,30,1966,2718,0,30,1689,2188,0,28,1918,2283,11,31,534553811,811,SHANNON
96749,534552,DENBURY ONSHORE LLC,2001,2234,1607,476,31,2035,1101,266,28,2150,519,355,31,1564,306,269,26,2612,398,451,31,2025,134,383,27,2257,267,509,30,2400,363,537,31,2761,323,534,30,2750,344,453,31,2455,290,822,30,1738,214,591,31,534552811,811,SHANNON
96762,532821,DENBURY ONSHORE LLC,2001,3607,1649,0,31,3362,1689,0,28,3881,1757,0,31,3618,1599,0,30,3364,1322,13,28,3950,1434,47,30,3909,1488,71,31,3822,1577,44,31,3594,1542,53,30,3544,1591,21,31,3418,1531,20,30,3461,1519,27,31,532821811,811,SHANNON
96763,532820,DENBURY ONSHORE LLC,2001,1628,1240,81,31,1412,993,68,28,1509,1244,86,31,1393,1165,78,30,1537,1094,83,31,1356,1031,68,29,1298,631,0,31,1362,1266,79,31,1333,1123,91,30,1273,938,94,31,1252,1033,64,30,1219,1050,74,31,532820811,811,SHANNON
96765,532546,DENBURY ONSHORE LLC,2001,3969,1779,0,31,3622,1541,11,28,4175,1649,2,31,3787,1666,0,30,3792,1293,0,31,3617,1159,0,30,3573,1190,0,31,3335,1193,27,31,3150,1248,31,30,3389,1299,0,31,2948,1114,0,29,3038,1437,0,31,532546811,811,SHANNON
96766,532544,DENBURY ONSHORE LLC,2001,3010,1413,0,31,2765,1386,0,28,2957,1896,0,31,2898,1531,0,30,3015,1769,0,31,2943,1209,0,30,3338,1256,0,31,3201,1262,0,31,2890,1108,0,30,2971,1434,0,31,2888,1477,0,30,2774,1290,0,28,532544811,811,SHANNON
96767,532543,DENBURY ONSHORE LLC,2001,604,317,562,31,553,278,187,26,688,228,675,31,669,143,807,30,666,168,682,31,452,201,735,27,561,182,1007,31,470,101,943,31,403,222,891,30,123,97,400,11,905,319,1426,29,804,370,962,31,532543811,811,SHANNON
96768,532540,DENBURY ONSHORE LLC,2001,821,391,0,31,869,225,0,28,1088,928,0,31,1058,1029,0,30,1155,986,15,31,951,883,40,30,947,891,17,31,744,744,0,31,894,897,0,30,993,764,40,31,982,650,5,30,1007,664,0,31,532540811,811,SHANNON
96769,532538,DENBURY ONSHORE LLC,2001,1466,776,0,31,1354,608,57,28,1311,516,50,31,1198,487,28,30,1350,551,46,31,1366,693,96,30,1417,374,75,31,1403,434,65,31,1434,403,19,30,1468,492,56,30,1482,506,26,30,1558,476,0,31,532538811,811,SHANNON
96772,532051,DENBURY ONSHORE LLC,2001,4506,2350,0,31,3992,2077,21,28,4183,2627,28,31,4151,2475,0,30,3633,2202,0,29,4205,3446,69,30,4460,3944,56,31,4301,3916,10,30,4129,3886,0,30,4509,3863,9,31,4032,3722,0,30,3782,3650,0,31,532051811,811,SHANNON
96773,532050,DENBURY ONSHORE LLC,2001,3957,806,0,31,3324,783,0,28,3870,1055,0,31,4086,1080,0,29,4764,982,0,31,4401,1110,0,30,4497,1203,0,31,4063,1250,0,31,4340,1359,0,30,4179,1249,0,31,4070,1121,30,30,3902,1145,2,31,532050811,811,SHANNON
96774,532049,DENBURY ONSHORE LLC,2001,1163,545,93,31,1205,505,208,28,1019,441,31,31,794,324,0,30,939,420,0,31,933,461,26,30,975,468,14,31,914,345,0,31,801,374,0,30,870,357,42,31,846,355,55,30,882,534,7,31,532049811,811,SHANNON
96775,531650,DENBURY ONSHORE LLC,2001,3158,921,402,31,2885,731,371,28,3044,690,323,31,2326,459,270,26,2938,594,397,31,2888,586,558,30,2592,557,292,31,2273,543,108,30,2292,680,69,30,2381,608,81,31,2240,506,171,30,2222,617,0,31,531650811,811,SHANNON
96776,531624,DENBURY ONSHORE LLC,2001,2130,804,44,31,1973,631,27,28,1912,827,29,31,1934,755,6,30,2082,769,22,31,1909,738,76,30,1771,745,16,15,1777,878,0,31,1758,704,0,30,1939,765,638,29,1873,747,103,30,1811,682,0,31,531624811,811,SHANNON
96777,531623,DENBURY ONSHORE LLC,2001,3530,1556,27,31,3202,1480,32,28,3322,1602,22,31,3210,1481,22,30,3460,1976,0,31,3141,1881,0,30,3269,1672,0,31,3441,1642,0,31,3328,1545,0,30,3604,1475,0,31,3341,1372,0,30,3151,1497,0,31,531623811,811,SHANNON
96778,531622,DENBURY ONSHORE LLC,2001,1264,1380,0,31,1402,1134,0,28,1303,1352,0,31,1085,1160,84,30,1171,996,33,31,1190,949,0,30,939,949,38,15,976,965,13,31,976,682,0,29,1090,911,0,28,1055,1076,0,30,1006,1003,0,31,531622811,811,SHANNON
96779,531621,DENBURY ONSHORE LLC,2001,236,125,69,31,240,113,39,21,399,117,32,31,518,137,48,30,414,111,33,31,457,105,6,30,500,112,0,31,496,109,0,31,418,89,0,30,475,81,29,31,493,70,35,30,405,64,9,31,531621811,811,SHANNON
96780,531619,DENBURY ONSHORE LLC,2001,2083,980,10,31,1714,765,25,28,1906,913,1,31,1827,912,7,30,1668,661,30,31,1669,703,29,30,1747,772,20,31,1471,1011,0,31,1382,1040,0,30,1639,709,0,31,1598,552,0,30,1564,679,0,31,531619811,811,SHANNON
96781,531617,DENBURY ONSHORE LLC,2001,1628,199,497,29,1634,188,599,28,1764,248,467,30,1750,197,355,30,1750,218,363,31,1649,236,526,30,1567,204,285,31,1541,238,116,31,1506,283,180,30,1157,154,182,28,1407,290,291,30,1524,192,0,31,531617811,811,SHANNON
96782,531616,DENBURY ONSHORE LLC,2001,2158,871,28,31,1690,676,4,28,1997,854,26,31,1675,786,20,30,1100,368,0,30,1044,214,0,30,1033,209,0,31,1786,429,0,31,1601,337,0,30,1732,322,0,31,1755,275,0,30,1516,302,0,31,531616811,811,SHANNON
96785,530959,DENBURY ONSHORE LLC,2001,1649,1784,0,31,1382,1615,0,28,1489,1727,0,31,1291,1504,0,30,1354,1057,0,31,1381,972,0,30,1353,990,0,31,1289,918,0,31,1237,819,0,30,1383,967,0,31,1180,873,0,30,1148,913,0,31,530959811,811,SHANNON
96786,530958,DENBURY ONSHORE LLC,2001,2110,1284,0,31,2062,1019,0,28,2399,1016,0,31,2489,888,19,30,2651,644,13,31,2592,504,18,30,2694,459,29,31,2487,316,15,31,2354,233,0,30,2187,526,0,27,2815,923,0,30,3085,501,0,31,530958811,811,SHANNON
96787,530957,DENBURY ONSHORE LLC,2001,1374,286,52,31,1266,364,14,28,1476,556,0,31,1354,521,40,30,1482,456,21,31,1383,357,63,30,1340,349,42,31,1322,441,0,31,1267,383,0,30,1326,349,0,31,1352,351,0,30,1263,231,0,31,530957811,811,SHANNON
96790,530080,DENBURY ONSHORE LLC,2001,218,82,139,31,142,64,246,28,203,81,114,31,236,96,49,30,284,110,91,31,278,105,86,30,306,58,116,31,262,54,98,31,203,54,108,30,267,54,142,31,262,335,5,30,231,100,0,31,530080811,811,SHANNON
96792,530043,DENBURY ONSHORE LLC,2001,133,73,0,31,158,55,0,28,135,88,0,31,110,98,0,30,131,95,0,31,88,91,0,30,33,113,0,31,51,96,0,31,173,52,0,30,149,26,0,31,107,16,0,30,121,47,0,31,530043811,811,SHANNON
96793,529932,DENBURY ONSHORE LLC,2001,381,72,17,31,366,65,45,28,332,66,0,31,75,13,0,12,687,122,105,30,753,131,115,30,779,166,117,31,842,140,156,31,854,111,113,30,902,170,116,31,916,267,117,30,1118,188,12,31,529932811,811,SHANNON
96794,529920,DENBURY ONSHORE LLC,2001,411,121,79,31,465,125,186,28,439,130,182,31,239,66,108,18,493,115,174,31,342,96,204,30,318,96,54,15,441,83,194,31,415,49,168,30,241,68,145,31,216,58,737,30,192,59,0,31,529920811,811,SHANNON
96799,529413,DENBURY ONSHORE LLC,2001,380,75,0,31,204,80,0,28,217,106,0,31,187,83,18,30,225,56,38,31,340,50,46,30,516,60,0,31,703,86,0,31,708,153,0,30,458,167,0,31,435,85,16,30,590,150,27,31,529413811,811,SHANNON
96800,529412,DENBURY ONSHORE LLC,2001,57,30,69,31,23,14,44,14,38,15,129,31,45,30,117,30,29,51,76,31,27,28,35,30,26,27,24,16,19,36,51,31,6,44,99,30,25,35,29,31,14,30,16,30,28,29,0,31,529412811,811,SHANNON
96801,529410,DENBURY ONSHORE LLC,2001,272,127,69,31,239,104,74,28,438,112,65,31,365,99,41,30,361,61,59,31,385,57,41,30,326,66,54,15,111,27,65,31,69,12,28,30,30,33,36,31,28,27,39,29,57,31,0,31,529410811,811,SHANNON
96804,529108,DENBURY ONSHORE LLC,2001,925,528,0,31,815,442,4,28,901,386,43,31,809,277,39,30,740,275,6,29,744,288,28,30,701,238,0,29,760,375,0,31,742,383,0,30,729,391,0,31,730,479,0,30,704,498,6,31,529108811,811,SHANNON
96805,529107,DENBURY ONSHORE LLC,2001,518,149,594,31,427,122,391,28,430,106,442,31,432,81,501,30,621,97,385,31,399,65,386,30,498,69,172,16,434,69,386,31,336,58,270,30,124,42,58,30,99,60,30,30,141,59,0,31,529107811,811,SHANNON
96806,529106,DENBURY ONSHORE LLC,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529106811,811,SHANNON
96807,529101,DENBURY ONSHORE LLC,2001,374,55,20,31,356,48,0,28,462,66,11,31,531,89,26,30,554,69,30,31,543,66,29,30,545,70,29,31,510,67,32,31,490,69,36,30,526,66,36,31,511,58,35,30,500,73,47,31,529101811,811,SHANNON
96813,528843,DENBURY ONSHORE LLC,2001,669,158,68,31,587,84,2,28,619,217,14,31,594,205,15,30,663,95,0,31,568,124,0,30,620,129,0,31,558,115,0,31,590,155,0,30,710,173,13,31,683,188,43,30,671,239,42,31,528843811,811,SHANNON
96814,528842,DENBURY ONSHORE LLC,2001,175,102,453,31,315,49,51,28,195,127,99,31,71,100,128,30,27,35,97,25,47,48,157,30,50,52,0,31,93,56,147,17,0,0,0,0,0,0,0,0,0,0,0,0,67,23,54,4,528842811,811,SHANNON
96816,528811,DENBURY ONSHORE LLC,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528811811,811,SHANNON
96817,528807,DENBURY ONSHORE LLC,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528807811,811,SHANNON
96818,528806,DENBURY ONSHORE LLC,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528806811,811,SHANNON
96823,528310,DENBURY ONSHORE LLC,2001,2491,795,0,31,1944,591,120,27,2435,510,147,31,2220,488,125,30,2360,354,0,31,2385,359,22,30,2959,686,0,29,3054,687,0,31,2986,650,0,30,2863,678,0,31,2759,656,0,30,2664,669,0,31,528310811,811,SHANNON
96824,528309,DENBURY ONSHORE LLC,2001,411,109,0,22,390,103,442,28,401,138,286,31,347,126,382,30,380,113,0,31,390,124,307,30,380,170,240,31,305,170,92,31,369,176,47,30,410,186,49,31,404,169,53,30,373,172,51,31,528309811,811,SHANNON
96825,528308,DENBURY ONSHORE LLC,2001,31,102,0,31,27,67,164,28,30,23,257,31,42,91,135,30,46,119,0,31,44,109,121,30,49,125,143,31,45,117,194,31,44,112,171,30,45,121,147,31,44,122,160,30,43,131,153,31,528308811,811,SHANNON
96826,528307,DENBURY ONSHORE LLC,2001,801,204,0,31,748,147,232,28,785,180,257,31,855,165,160,30,720,157,0,31,423,138,8,30,347,154,23,31,290,177,65,31,294,206,11,28,604,199,0,31,589,155,0,30,625,97,41,31,528307811,811,SHANNON
96827,528306,DENBURY ONSHORE LLC,2001,1942,444,540,31,1630,326,413,28,1713,367,391,31,1520,357,432,30,1330,444,497,29,1605,512,528,30,1532,504,446,31,1474,495,642,31,1393,456,684,30,1517,510,375,31,1315,414,542,30,673,232,305,16,528306811,811,SHANNON
96828,528249,DENBURY ONSHORE LLC,2001,213,0,0,31,113,0,0,17,233,0,0,31,197,0,0,30,232,0,0,31,187,0,0,25,78,0,0,12,0,0,0,0,265,0,0,18,338,0,0,31,320,0,0,30,426,42,0,31,528249811,811,SHANNON
96829,528248,DENBURY ONSHORE LLC,2001,725,271,0,31,609,215,0,28,846,251,0,31,854,230,0,30,802,109,48,31,786,144,64,30,785,307,0,31,820,322,277,29,747,203,404,30,789,174,773,31,670,194,412,30,679,180,460,31,528248811,811,SHANNON
96830,528247,DENBURY ONSHORE LLC,2001,331,221,1,31,267,171,0,28,301,223,0,31,353,161,0,30,313,147,0,31,318,112,24,30,296,84,0,31,314,59,7,31,348,199,20,30,331,157,4,31,201,166,0,28,257,143,18,28,528247811,811,SHANNON
96831,528246,DENBURY ONSHORE LLC,2001,818,185,279,31,742,152,217,28,857,173,175,31,766,159,169,30,724,211,191,31,788,268,209,30,851,321,210,31,864,315,302,31,787,258,383,30,879,296,217,31,842,292,301,30,825,309,270,31,528246811,811,SHANNON
96832,528245,DENBURY ONSHORE LLC,2001,0,0,0,0,0,0,0,0,436,79,141,25,539,119,88,30,263,183,0,31,266,105,175,30,528,77,58,31,707,135,63,31,485,170,137,30,435,140,178,31,394,100,220,30,417,113,271,31,528245811,811,SHANNON
96833,528244,DENBURY ONSHORE LLC,2001,484,146,23,31,469,102,69,28,507,88,65,31,518,65,58,30,494,33,84,31,465,57,24,30,449,16,0,31,415,11,42,31,416,123,29,30,441,107,40,30,350,108,20,30,413,126,10,31,528244811,811,SHANNON
96834,528243,DENBURY ONSHORE LLC,2001,866,273,48,31,723,205,0,28,822,228,0,31,687,253,31,30,457,352,96,31,435,422,97,30,731,343,0,31,825,339,0,31,939,306,0,30,846,267,108,31,611,213,333,30,569,179,437,31,528243811,811,SHANNON
96836,528241,DENBURY ONSHORE LLC,2001,376,108,0,31,358,102,0,28,434,121,0,31,421,141,0,30,523,130,0,31,506,107,0,30,479,96,0,31,459,136,0,31,441,172,0,30,408,243,0,31,408,156,0,30,409,166,0,31,528241811,811,SHANNON
96837,528240,DENBURY ONSHORE LLC,2001,200,44,801,31,180,57,892,28,208,46,1054,31,154,46,943,30,229,46,798,31,193,50,724,30,243,102,0,31,103,36,405,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528240811,811,SHANNON
96838,528239,DENBURY ONSHORE LLC,2001,7,9,67,31,5,3,0,28,2,2,0,10,81,7,0,2,28,3,4,2,27,1,0,3,15,0,0,1,19,2,4,2,15,0,0,1,0,0,0,0,0,0,0,0,44,12,84,1,528239811,811,SHANNON
96839,528238,DENBURY ONSHORE LLC,2001,841,177,166,31,864,144,40,28,742,169,23,31,478,58,36,18,1021,77,135,25,1093,125,190,30,713,137,0,31,650,227,87,31,539,215,121,30,807,147,0,31,802,136,64,30,839,112,184,31,528238811,811,SHANNON
96841,528137,DENBURY ONSHORE LLC,2001,729,198,30,31,697,129,22,28,717,231,32,31,620,152,29,30,518,120,42,31,639,94,40,30,654,80,0,31,689,58,35,31,618,170,29,30,809,148,40,31,602,171,40,30,674,132,33,31,528137811,811,SHANNON
96842,528136,DENBURY ONSHORE LLC,2001,340,26,87,31,258,32,136,21,357,25,189,31,325,13,167,30,302,14,253,31,356,18,232,30,319,33,0,31,288,29,140,27,0,0,0,0,0,0,0,0,614,108,319,17,498,81,333,31,528136811,811,SHANNON
96843,528135,DENBURY ONSHORE LLC,2001,102,24,130,31,115,45,229,28,160,123,379,30,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528135811,811,SHANNON
96844,528134,DENBURY ONSHORE LLC,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528134811,811,SHANNON
96845,528133,DENBURY ONSHORE LLC,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528133811,811,SHANNON
96846,528132,DENBURY ONSHORE LLC,2001,0,0,0,0,0,0,0,0,25,6,36,3,91,54,1467,14,0,0,0,0,27,65,1642,19,178,165,921,31,207,173,901,31,196,92,775,30,199,43,353,31,207,70,481,30,215,59,543,31,528132811,811,SHANNON
96847,528131,DENBURY ONSHORE LLC,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528131811,811,SHANNON
96848,528130,DENBURY ONSHORE LLC,2001,0,0,0,0,113,95,638,28,196,22,744,31,153,28,624,30,149,36,660,31,169,46,621,30,161,46,525,31,130,153,683,31,122,145,724,30,137,172,391,31,131,63,519,30,134,27,576,31,528130811,811,SHANNON
96849,528129,DENBURY ONSHORE LLC,2001,543,112,1785,20,627,142,1851,28,616,173,1369,31,515,126,1347,30,459,176,1403,31,516,218,1387,30,585,251,1329,31,312,160,1069,19,46,23,0,3,666,226,1438,31,659,172,2002,30,569,138,1582,31,528129811,811,SHANNON
96850,528128,DENBURY ONSHORE LLC,2001,1131,733,1132,31,655,411,745,19,1207,878,1351,31,1101,620,1462,30,1161,449,1752,31,1089,452,1476,30,1006,432,0,31,934,539,1486,30,677,371,1334,22,961,383,2062,30,917,453,1196,30,1012,446,1832,31,528128811,811,SHANNON
96851,528127,DENBURY ONSHORE LLC,2001,1262,245,454,31,1236,120,1662,28,1328,256,1624,31,1221,535,1499,30,1009,251,1537,31,201,48,333,7,584,160,0,15,1470,211,1962,29,1125,207,1450,30,1209,150,1305,31,1066,199,1454,30,492,114,768,13,528127811,811,SHANNON
96852,528126,DENBURY ONSHORE LLC,2001,560,479,1266,31,364,144,330,22,361,80,568,31,445,99,542,30,339,189,565,30,246,98,551,30,266,98,0,31,244,65,407,20,452,45,662,10,1040,135,1362,31,428,150,690,30,383,181,926,31,528126811,811,SHANNON
